,Name,Area,Furnishing,Transaction,Status,Price
2344,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2345,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2346,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2347,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2348,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2349,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2350,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2351,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2352,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2353,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2354,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2355,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2356,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2357,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2358,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2359,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2360,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2361,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2362,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2363,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2364,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2365,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2366,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2367,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2368,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2369,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2370,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2371,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2372,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2373,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2374,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2375,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2376,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2377,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2378,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2379,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2380,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2381,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2382,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2383,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2384,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2385,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2386,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2387,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2388,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2389,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2390,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2391,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2392,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2393,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2394,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2395,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2396,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2397,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2398,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2399,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2400,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2401,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2402,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2403,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2404,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2405,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2406,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2407,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2408,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2409,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2410,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2411,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2412,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2413,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2414,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2415,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2416,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2417,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2418,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2419,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2420,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2421,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2422,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2423,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2424,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2425,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2426,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2427,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2428,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2429,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2430,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2431,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2432,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2433,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2434,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2435,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2436,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2437,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2438,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2439,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2440,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2441,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2442,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2443,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2444,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2445,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2446,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2447,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2448,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2449,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2450,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2451,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2452,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2453,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2454,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2455,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2456,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2457,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2458,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2459,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2460,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2461,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2462,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2463,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2464,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2465,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2466,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2467,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2468,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2469,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2470,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2471,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2472,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2473,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2474,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2475,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2476,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2477,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2478,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2479,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2480,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2481,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2482,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2483,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2484,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2485,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2486,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2487,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2488,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2489,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2490,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2491,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2492,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2493,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2494,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2495,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2496,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2497,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2498,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2499,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2500,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2501,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2502,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2503,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2504,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2505,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2506,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2507,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2508,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2509,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2510,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2511,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2512,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2513,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2514,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2515,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2516,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2517,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2518,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2519,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2520,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2521,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2522,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2523,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2524,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2525,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2526,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2527,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2528,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2529,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2530,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2531,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2532,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2533,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2534,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2535,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2536,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2537,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2538,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2539,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2540,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2541,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2542,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2543,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2544,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2545,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2546,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
2547,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,,Resale,Ready to Move,₹15 Lac
2548,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
2549,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,,Ready to Move,₹42 Lac
2550,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
2551,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2552,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
2553,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
2554,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2555,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
2556,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
2557,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
2558,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
2559,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
2560,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
2561,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
2562,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
2563,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
2564,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
2565,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
2566,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
2567,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
2568,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
2569,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
2570,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
2571,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
2572,Shop for Sale in Vip Road Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹55 Lac
2573,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
2574,Shop for Sale in Meena Florence,386 sqft,Unfurnished,Resale,Ready to Move,₹37 Lac
2575,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
2576,2 BHK Apartment for Sale in Classic Tower,1120 sqft,,Resale,Ready to Move,₹1.50 Cr
